Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status
1,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
7,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Other relative of householder,Native,US,US,US,Nonfiler
40,1,College,Children or Armed Forces,52,Business & Repair,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Single
24,0,High,Full-Time,0,Manufacturing (Non-durable),Technicians & Support,White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler
35,1,Bachelors degree,Full-Time,36,Education,Professional,Black, All other,Single,Householder,Native,US,US,US,Single
31,1,College,Full-Time,52,Manufacturing (Durable),Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
43,1,High,Choice Part-Time,52,Transportation,Transportation,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
24,0,High,Children or Armed Forces,34,Transportation,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
36,1,Associates degree (Vocational),Full-Time,52,Manufacturing (Non-durable),Admin Support (include Clerical),Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
54,0,High,Children or Armed Forces,52,Utilities & Sanitary,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
31,1,Bachelors degree,Full-Time,52,Education,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
3,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
26,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
49,1,High,Full-Time,52,Social Services,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
32,1,Associates degree (Vocational),Children or Armed Forces,52,Hospitals,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
71,0,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,US,Single
18,1,High,Children or Armed Forces,8,Education,Sales,Black, All other,Single,Nonrelative of householder,Native,US,US,US,Single
23,1,College,Children or Armed Forces,52,Transportation,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
38,1,Associates degree (Vocational),Children or Armed Forces,52,Hospitals,Technicians & Support,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
43,1,College,Children or Armed Forces,28,Education,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
43,1,High,Children or Armed Forces,51,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH)
39,0,College,Choice Part-Time,20,Construction,Craft & Repair,White, All other,Divorced,Child 18 or older,Native,US,US,US,Single
57,1,High,Children or Armed Forces,52,Medical (except Hospitals),Services,White, All other,Divorced,Householder,Native,US,US,US,Single
46,1,High,Full-Time,52,Hospitals,Services,Black, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH)
17,0,High,Children or Armed Forces,8,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
2,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
21,1,High,Full-Time,52,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,Europe,US,Married Filling Jointly both under 65 (MFJ)
78,1,High,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ)
42,1,Elementary(1-6),Full-Time,52,Private Household Services,Private Household Services,White, Mexican (Mexicano),Married (Spouse Absent),Nonrelative of householder,Foreign-born (Non-US Citizen),North America,North America,North America,Head of Household (HOH)
41,0,College,Children or Armed Forces,52,Construction,Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
20,1,High,Full-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single
34,0,High,Full-Time,52,Retail,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
17,1,High,Full-Time,26,Education,Admin Support (include Clerical),White, All other,Single,Child under 18 never married,Native,US,US,US,Single
57,1,College,Children or Armed Forces,52,Hospitals,Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
12,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
46,0,High,Children or Armed Forces,52,Business & Repair,Handlers/Cleaners,White, All other,Single,Child 18 or older,Native,US,US,US,Single
22,0,College,Full-Time,12,Retail,Sales,White, All other,Single,Child 18 or older,Native,US,US,US,Single
44,1,High,Children or Armed Forces,52,Public Administration,Admin Support (include Clerical),White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single
43,0,College,Full-Time,52,Communications,Technicians & Support,White, All other,Single,Householder,Native,US,US,US,Single
38,0,College,Children or Armed Forces,50,Manufacturing (Durable),Machine Operators & Inspectors,White, Mexican-American,Married,Spouse of householder,Native,US,North America,North America,Married Filling Jointly both under 65 (MFJ)
6,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Nonrelative of householder,Native,US,US,US,Nonfiler
30,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
57,1,College,Children or Armed Forces,52,Hospitals,Services,White, All other,Widowed,Householder,Native,US,US,US,Single
11,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
11,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
46,0,High,Children or Armed Forces,26,Business & Repair,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
47,0,High,Full-Time,30,Retail,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
3,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
19,0,High,Children or Armed Forces,24,Retail,Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
34,1,High,Children or Armed Forces,52,Personal Services (except Private Household),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
50,1,High,Full-Time,52,Hospitals,Services,Black, All other,Married,Spouse of householder,Foreign-born (Naturalized US Citizen),North America,North America,North America,Married Filling Jointly one over 65 & one under 65 (MFJ)
0,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican-American,Single,Child under 18 never married,Native,US,North America,US,Nonfiler
13,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
39,1,High,Full-Time,52,Retail,Handlers/Cleaners,White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Head of Household (HOH)
6,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
71,0,Associates degree (Academic),Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ)
22,0,College,Full-Time,51,Retail,Sales,Other, All other,Single,Other relative of householder,Native,US,North America,US,Single
20,0,Middle (7-8),Children or Armed Forces,52,Personal Services (except Private Household),Handlers/Cleaners,White, Puerto Rican,Single,Other relative of householder,Native (Born Abroad),US,US,US,Single
27,0,High,Full-Time,40,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Divorced,Other relative of householder,Native,US,Europe,US,Head of Household (HOH)
40,1,Professional degree,Choice Part-Time,52,Public Administration,Professional,White, All other,Divorced,Householder,Native,US,US,US,Single
5,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican-American,Single,Child under 18 never married,Native,US,North America,North America,Nonfiler
47,0,Bachelors degree,Children or Armed Forces,52,Public Administration,Protective Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
32,1,High,Children or Armed Forces,32,Retail,Services,Black, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
34,0,High,Full-Time,52,Retail,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single
37,0,College,Children or Armed Forces,46,Business & Repair,Craft & Repair,White, All other,Married,Householder,Foreign-born (Non-US Citizen),US,US,US,Married Filling Jointly both under 65 (MFJ)
31,1,High,Children or Armed Forces,15,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Child 18 or older,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
19,0,High,Full-Time,52,Construction,Craft & Repair,White, All other,Single,Child 18 or older,Native,US,US,US,Single
31,0,College,Children or Armed Forces,52,Retail,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
56,1,High,Children or Armed Forces,52,Manufacturing (Durable),Admin Support (include Clerical),Asian/Pacific, All other,Married,Spouse of householder,Foreign-born (Non-US Citizen),Asia,Asia,Asia,Married Filling Jointly both under 65 (MFJ)
20,0,College,Children or Armed Forces,52,Forestry & Fisheries,Farming & Forestry & Fishing,White, All other,Single,Householder,Native,US,US,US,Single
54,1,High,Full-Time,52,Public Administration,Management,Black, All other,Single,Householder,Native,US,US,US,Head of Household (HOH)
18,1,College,Children or Armed Forces,35,Retail,Sales,White, All other,Single,Householder,Native,US,US,US,Single
23,0,College,Children or Armed Forces,52,Entertainment,Services,Black, All other,Single,Nonrelative of householder,Native,US,US,US,Single
27,0,High,Children or Armed Forces,45,Construction,Craft & Repair,Black, All other,Single,Householder,Native,US,US,US,Single
21,1,College,Children or Armed Forces,10,Education,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single
52,0,High Freshman,Children or Armed Forces,52,Education,Craft & Repair,White, All other,Married,Householder,Native,US,US,Europe,Married Filling Jointly both under 65 (MFJ)
32,0,High,Children or Armed Forces,52,Finance Insurance & Real Estate,Management,White, All other,Married,Householder,Foreign-born (Naturalized US Citizen),Europe,Europe,Europe,Married Filling Jointly both under 65 (MFJ)
34,1,Associates degree (Vocational),Children or Armed Forces,52,Medical (except Hospitals),Craft & Repair,White, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH)
37,1,Associates degree (Academic),Children or Armed Forces,52,Hospitals,Professional,Black, All other,Married,Householder,Foreign-born (Non-US Citizen),US,US,US,Married Filling Jointly both under 65 (MFJ)
22,0,College,Children or Armed Forces,52,Education,Sales,White, All other,Single,Child 18 or older,Native,US,US,US,Single
22,0,College,Full-Time,51,Other professional services,Technicians & Support,White, All other,Single,Child 18 or older,Native,US,Europe,Europe,Single
0,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
46,0,College,Children or Armed Forces,26,Mining,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
41,1,Professional degree,Children or Armed Forces,52,Manufacturing (Durable),Management,White, All other,Married,Householder,Native (Born Abroad),Asia,US,US,Married Filling Jointly both under 65 (MFJ)
22,1,High,Full-Time,42,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
43,0,College,Children or Armed Forces,0,Personal Services (except Private Household),Craft & Repair,White, Mexican-American,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
42,0,College,Children or Armed Forces,52,Retail,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
54,1,High,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Nonfiler
83,0,High,Children or Armed Forces,52,Wholesale,Sales,White, All other,Divorced,Householder,Native,US,Europe,Europe,Single
21,0,College,Full-Time,52,Finance Insurance & Real Estate,Admin Support (include Clerical),Black, All other,Single,Householder,Native,US,US,US,Single
63,0,Bachelors degree,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, Central or South American,Married,Householder,Foreign-born (Non-US Citizen),US,US,US,Married Filling Jointly both under 65 (MFJ)
21,0,College,Children or Armed Forces,35,Wholesale,Admin Support (include Clerical),White, Mexican-American,Single,Child 18 or older,Native,US,US,North America,Single
64,0,High,Full-Time,52,Retail,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
35,0,Bachelors degree,Full-Time,52,Manufacturing (Durable),Professional,Asian/Pacific, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
45,1,High,Full-Time,44,Personal Services (except Private Household),Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
51,0,High Freshman,Seeking Full-Time,42,Construction,Craft & Repair,White, All other,Single,Child 18 or older,Native,US,US,US,Single
39,1,High,Full-Time,52,Medical (except Hospitals),Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
51,1,High,Full-Time,0,Business & Repair,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
19,1,High,Children or Armed Forces,52,Personal Services (except Private Household),Services,White, Central or South American,Married,Other relative of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
8,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Cuban,Single,Child under 18 never married,Native,US,North America,North America,Nonfiler
25,1,College,Children or Armed Forces,52,Medical (except Hospitals),Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
46,1,Associates degree (Academic),Children or Armed Forces,49,Manufacturing (Durable),Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single
5,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
50,0,College,Children or Armed Forces,52,Public Administration,Admin Support (include Clerical),White, All other,Divorced,Child 18 or older,Native,US,US,US,Head of Household (HOH)
37,1,College,Full-Time,52,Other professional services,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
49,0,College,Full-Time,52,Business & Repair,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
47,0,Associates degree (Vocational),Full-Time,52,Wholesale,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
75,0,High,Not Working,0,Not in universe or children,Unknown,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ)
28,1,College,Children or Armed Forces,52,Transportation,Admin Support (include Clerical),Asian/Pacific, All other,Married,Spouse of householder,Foreign-born (Non-US Citizen),Asia,Asia,Asia,Married Filling Jointly both under 65 (MFJ)
28,0,College,Full-Time,52,Retail,Services,White, Mexican (Mexicano),Single,Nonrelative of householder,Foreign-born (Non-US Citizen),North America,North America,North America,Single
42,0,High,Full-Time,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly one over 65 & one under 65 (MFJ)
40,1,High,Children or Armed Forces,52,Hospitals,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
46,1,Masters degree,Full-Time,26,Education,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
84,1,College,Not Working,0,Not in universe or children,Unknown,Asian/Pacific, All other,Widowed,Other relative of householder,Native,US,US,US,Single
36,1,Masters degree,Full-Time,52,Education,Professional,White, All other,Single,Nonrelative of householder,Native,US,US,North America,Single
54,1,High,Children or Armed Forces,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
17,0,High,Children or Armed Forces,24,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Single
2,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
33,0,Elementary(1-6),Children or Armed Forces,50,Construction,Craft & Repair,White, Mexican-American,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
20,1,High,Full-Time,26,Private Household Services,Private Household Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
36,0,High,Full-Time,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Married,Spouse of householder,Foreign-born (Non-US Citizen),Europe,Europe,Europe,Married Filling Jointly both under 65 (MFJ)
2,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
18,1,High,Not Working,26,Retail,Sales,White, All other,Single,Child 18 or older,Native,US,US,US,Single
43,0,Elementary(1-6),Full-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Foreign-born (Naturalized US Citizen),Europe,Europe,Europe,Married Filling Jointly both under 65 (MFJ)
29,1,Bachelors degree,Full-Time,52,Hospitals,Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
10,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Other relative of householder,Native,US,US,US,Nonfiler
48,1,High,Children or Armed Forces,52,Finance Insurance & Real Estate,Admin Support (include Clerical),Black, All other,Single,Householder,Native,US,US,US,Head of Household (HOH)
25,0,Bachelors degree,Children or Armed Forces,52,Education,Admin Support (include Clerical),Asian/Pacific, All other,Single,Nonrelative of householder,Foreign-born (Non-US Citizen),Asia,Asia,Asia,Single
58,0,High,Children or Armed Forces,32,Construction,Craft & Repair,White, Central or South American,Married,Householder,Foreign-born (Naturalized US Citizen),South America,South America,South America,Married Filling Jointly both under 65 (MFJ)
40,0,Associates degree (Academic),Children or Armed Forces,25,Personal Services (except Private Household),Services,White, All other,Single,Other relative of householder,Native,US,US,US,Single
3,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican (Mexicano),Single,Other relative of householder,Native,US,North America,North America,Nonfiler
69,1,High,Full-Time,52,Finance Insurance & Real Estate,Services,Black, All other,Single,Householder,Native,US,US,US,Single
46,0,Bachelors degree,Full-Time,52,Business & Repair,Craft & Repair,Asian/Pacific, All other,Married,Householder,Foreign-born (Non-US Citizen),Asia,Asia,Asia,Married Filling Jointly both under 65 (MFJ)
27,1,Associates degree (Vocational),Children or Armed Forces,52,Wholesale,Admin Support (include Clerical),White, All other,Separated,Child 18 or older,Native,US,US,US,Head of Household (HOH)
39,0,Bachelors degree,Children or Armed Forces,52,Retail,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
18,0,High,Full-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
21,0,Associates degree (Academic),Children or Armed Forces,35,Personal Services (except Private Household),Services,Black, All other,Single,Householder,Foreign-born (Non-US Citizen),North America,North America,North America,Single
32,0,Bachelors degree,Choice Part-Time,52,Business & Repair,Management,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
49,1,Bachelors degree,Children or Armed Forces,52,Education,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,Europe,Europe,Married Filling Jointly both under 65 (MFJ)
56,1,High,Full-Time,52,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
43,0,Bachelors degree,Choice Part-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Single,Householder,Native,US,US,US,Head of Household (HOH)
23,0,College,Children or Armed Forces,52,Retail,Handlers/Cleaners,White, Cuban,Single,Child 18 or older,Foreign-born (Naturalized US Citizen),North America,North America,North America,Single
59,1,High,Not Working,0,Not in universe or children,Unknown,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
31,0,Masters degree,Full-Time,52,Other professional services,Sales,White, Central or South American,Single,Householder,Foreign-born (Non-US Citizen),US,Europe,US,Single
23,1,College,Children or Armed Forces,16,Finance Insurance & Real Estate,Admin Support (include Clerical),Black, All other,Single,Child 18 or older,Native,US,US,US,Single
46,1,Elementary(1-6),Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, Mexican (Mexicano),Married,Spouse of householder,Foreign-born (Non-US Citizen),North America,North America,North America,Married Filling Jointly both under 65 (MFJ)
59,0,High,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
29,1,High,Full-Time,45,Social Services,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
29,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
22,0,High,Children or Armed Forces,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,Europe,Europe,Single
22,1,College,Children or Armed Forces,52,Social Services,Professional,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single
18,0,High,Not Working,26,Not in universe or children,Unknown,White, All other,Single,Child 18 or older,Native,US,US,US,Single
59,0,Masters degree,Children or Armed Forces,52,Other professional services,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
24,0,Associates degree (Academic),Full-Time,52,Personal Services (except Private Household),Admin Support (include Clerical),White, All other,Single,Nonrelative of householder,Native,US,US,US,Single
23,1,High,Full-Time,52,Hospitals,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single
36,1,Bachelors degree,Children or Armed Forces,35,Education,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single
59,1,High Freshman,Children or Armed Forces,52,Hospitals,Services,Black, All other,Widowed,Householder,Native,US,US,US,Single
28,0,Doctorate degree,Children or Armed Forces,48,Other professional services,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single
43,0,High,Full-Time,52,Manufacturing (Durable),Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
1,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
25,0,High,Children or Armed Forces,52,Retail,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
42,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, Puerto Rican,Married,Householder,Native,US,North America,North America,Married Filling Jointly both under 65 (MFJ)
40,1,Associates degree (Academic),Children or Armed Forces,26,Social Services,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
45,0,College,Full-Time,52,Construction,Management,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
22,0,College,Children or Armed Forces,52,Personal Services (except Private Household),Protective Services,White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single
31,0,High,Children or Armed Forces,52,Business & Repair,Services,Black, All other,Separated,Householder,Native,US,US,US,Single
35,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,Asia,Married Filling Jointly both under 65 (MFJ)
23,0,College,Children or Armed Forces,0,Business & Repair,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler
63,1,High,Children or Armed Forces,26,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly one over 65 & one under 65 (MFJ)
47,1,Associates degree (Vocational),Children or Armed Forces,52,Other professional services,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
25,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, Other Spanish,Single,Nonrelative of householder,Native,US,US,US,Single
42,0,Elementary(1-6),Children or Armed Forces,52,Retail,Services,White, Mexican (Mexicano),Married,Householder,Foreign-born (Non-US Citizen),North America,North America,North America,Married Filling Jointly both under 65 (MFJ)
58,1,College,Children or Armed Forces,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH)
18,0,High,Children or Armed Forces,12,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler
26,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
48,1,Bachelors degree,Children or Armed Forces,52,Private Household Services,Private Household Services,White, All other,Divorced,Householder,Foreign-born (Non-US Citizen),Europe,Europe,Europe,Single
11,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Other, Mexican-American,Single,Child under 18 never married,Native,US,US,North America,Nonfiler
36,1,College,Children or Armed Forces,40,Medical (except Hospitals),Services,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
14,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
44,0,College,Full-Time,52,Medical (except Hospitals),Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
42,0,College,Choice Part-Time,26,Retail,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
37,1,High,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
54,1,High,Children or Armed Forces,52,Business & Repair,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
35,0,College,Full-Time,52,Construction,Management,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
83,1,Middle (7-8),Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican (Mexicano),Married,Spouse of householder,Native,US,North America,North America,Married Filling Jointly both over 65 (MFJ)
74,1,High,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ)
12,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
22,1,Associates degree (Academic),Full-Time,52,Manufacturing (Non-durable),Professional,White, All other,Single,Child 18 or older,Native,US,US,US,Single
37,0,High,Full-Time,52,Entertainment,Services,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single
2,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Asian/Pacific, All other,Single,Child under 18 never married,Native,US,Asia,Asia,Nonfiler
