ID,Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status,Income
TRAIN_10313,75,0,,Full-Time,52,Personal Services (except Private Household),Management,White, All other,Married (Spouse Absent),Householder,Native,US,Italy,US,Single,0
TRAIN_10314,44,1,,Full-Time,52,Hospitals,Professional,White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_10317,62,0,High,Full-Time,49,Business & Repair,Machine Operators & Inspectors,White, Central or South American,Married (Spouse Absent),Householder,Foreign-born (Non-US Citizen),Guatemala,Guatemala,Guatemala,Single,700
TRAIN_10318,40,0,,Children or Armed Forces,52,Education,Craft & Repair,White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_10319,64,0,High,Children or Armed Forces,52,Hospitals,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_10320,33,1,High,Children or Armed Forces,52,Public Administration,Admin Support (include Clerical),White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single,1050
TRAIN_10321,35,1,,Children or Armed Forces,52,Retail,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),800
TRAIN_10322,27,1,High,Children or Armed Forces,52,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),530
TRAIN_10323,22,1,,Full-Time,52,Medical (except Hospitals),Admin Support (include Clerical),White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,600
TRAIN_10324,26,0,High,Children or Armed Forces,52,Personal Services (except Private Household),Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),750
TRAIN_10325,32,0,High,Part-Time (Usually Part-Time),52,Transportation,Transportation,White, All other,Single,Householder,Native,US,US,US,Single,1100
TRAIN_10326,48,1,,Children or Armed Forces,52,Medical (except Hospitals),Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1800
TRAIN_10327,19,0,High,Children or Armed Forces,44,Not in universe or children,Unknown,White, Cuban,Single,Householder,Native,US,Cuba,Ecuador,Head of Household (HOH),0
TRAIN_10328,32,1,,Children or Armed Forces,52,Wholesale,Admin Support (include Clerical),White, All other,Married (Armed Force Spouse),Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1431
TRAIN_10330,17,1,High,Children or Armed Forces,2,Business & Repair,Handlers/Cleaners,Asian/Pacific, All other,Single,Child under 18 never married,Foreign-born (Non-US Citizen),India,India,India,Nonfiler,400
TRAIN_10331,38,1,,Full-Time,52,Utilities & Sanitary,Professional,White, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH),3300
TRAIN_10332,39,0,High,Full-Time,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1428
TRAIN_10333,26,0,High,Full-Time,52,Manufacturing (Durable),Craft & Repair,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),800
TRAIN_10337,21,0,High,Full-Time,26,Business & Repair,Admin Support (include Clerical),Black, All other,Single,Child 18 or older,Native,US,US,US,Single,800
TRAIN_10338,40,1,,Children or Armed Forces,52,Manufacturing (Durable),Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10339,17,1,High,Children or Armed Forces,0,Retail,Sales,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler,475
TRAIN_10340,48,0,,Full-Time,52,Retail,Craft & Repair,White, All other,Married,Householder,Native,US,US,Unknown,Married Filling Jointly both under 65 (MFJ),1400
TRAIN_10343,64,1,,Full-Time,52,Retail,Sales,White, All other,Separated,Householder,Native,US,US,US,Single,0
TRAIN_10344,36,0,,Full-Time,30,Construction,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1675
TRAIN_10345,33,0,,Children or Armed Forces,52,Retail,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10346,67,0,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Divorced,Householder,Native,US,US,US,Single,0
TRAIN_10347,37,0,,Children or Armed Forces,48,Medical (except Hospitals),Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10349,28,0,,Full-Time,52,Construction,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),3200
TRAIN_10350,29,1,,Children or Armed Forces,52,Business & Repair,Management,White, All other,Married,Spouse of householder,Native,US,US,Germany,Married Filling Jointly both under 65 (MFJ),1400
TRAIN_10351,36,1,High,Full-Time,39,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),800
TRAIN_10352,36,0,,Children or Armed Forces,52,Construction,Craft & Repair,Black, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_10353,29,0,,Full-Time,52,Business & Repair,Professional,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,1275
TRAIN_10356,63,1,Elementary(1-6),Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, Other Spanish,Widowed,Householder,Foreign-born (Naturalized US Citizen),Portugal,Portugal,Portugal,Single,0
TRAIN_10357,43,0,,Children or Armed Forces,52,Public Administration,Technicians & Support,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10358,33,1,,Children or Armed Forces,52,Hospitals,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1800
TRAIN_10359,40,0,,Full-Time,52,Transportation,Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1882
TRAIN_10360,38,1,,Children or Armed Forces,33,Retail,Services,White, All other,Single,Householder,Native,US,US,US,Single,425
TRAIN_10361,36,0,High,Full-Time,52,Agriculture,Farming & Forestry & Fishing,Black, All other,Single,Householder,Native,US,US,US,Single,500
TRAIN_10362,38,1,,Children or Armed Forces,52,Manufacturing (Durable),Admin Support (include Clerical),White, Other Spanish,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10366,19,0,High,Full-Time,52,Construction,Craft & Repair,White, Mexican (Mexicano),Single,Child 18 or older,Native,US,US,US,Single,725
TRAIN_10367,45,1,,Full-Time,52,Entertainment,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_10368,35,1,High,Choice Part-Time,52,Business & Repair,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),750
TRAIN_10369,33,1,High,Children or Armed Forces,40,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Head of Household (HOH),0
TRAIN_10370,22,0,,Children or Armed Forces,52,Retail,Sales,White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_10371,30,1,High,Children or Armed Forces,52,Retail,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1400
TRAIN_10372,43,1,High,Full-Time,50,Entertainment,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),680
TRAIN_10373,46,0,High,Children or Armed Forces,52,Construction,Transportation,White, All other,Single,Householder,Native,US,US,US,Single,1000
TRAIN_10374,55,1,,Children or Armed Forces,52,Education,Admin Support (include Clerical),Black, All other,Divorced,Householder,Native,US,US,US,Single,689
TRAIN_10375,35,0,,Full-Time,52,Manufacturing (Non-durable),Professional,Asian/Pacific, All other,Married,Householder,Foreign-born (Non-US Citizen),Japan,Japan,Japan,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10376,59,1,High,Full-Time,36,Retail,Sales,White, All other,Divorced,Other relative of householder,Native,US,US,US,Single,900
TRAIN_10378,26,0,,Children or Armed Forces,52,Finance Insurance & Real Estate,Management,White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_10379,55,0,High,Choice Part-Time,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Divorced,Householder,Native,US,US,Italy,Single,1800
TRAIN_10380,30,1,,Full-Time,52,Manufacturing (Durable),Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single,0
TRAIN_10381,38,0,High,Full-Time,52,Construction,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1700
TRAIN_10382,51,1,High,Children or Armed Forces,35,Other professional services,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1000
TRAIN_10383,34,1,High,Children or Armed Forces,52,Retail,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),750
TRAIN_10384,39,0,High,Children or Armed Forces,52,Wholesale,Sales,White, Other Spanish,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10385,20,0,,Full-Time,52,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,600
TRAIN_10386,36,0,High,Children or Armed Forces,52,Wholesale,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),890
TRAIN_10387,47,1,High,Full-Time,52,Transportation,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1150
TRAIN_10389,34,0,Elementary(1-6),Children or Armed Forces,48,Forestry & Fisheries,Farming & Forestry & Fishing,White, Mexican (Mexicano),Married,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Married Filling Jointly both under 65 (MFJ),425
TRAIN_10390,40,1,High,Children or Armed Forces,52,Hospitals,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Single,1287
TRAIN_10391,29,0,,Full-Time,40,Wholesale,Handlers/Cleaners,White, All other,Single,Child 18 or older,Native,US,US,US,Single,550
TRAIN_10392,30,1,High,Full-Time,52,Business & Repair,Services,Black, All other,Single,Other relative of householder,Native,US,US,US,Head of Household (HOH),525
TRAIN_10394,33,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Single,Householder,Native,US,US,US,Single,1315
TRAIN_10395,47,0,High,Children or Armed Forces,52,Construction,Craft & Repair,White, Other Spanish,Single,Householder,Native,US,US,US,Single,850
TRAIN_10396,50,0,,Full-Time,52,Construction,Transportation,White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_10397,27,0,,Full-Time,52,Other professional services,Technicians & Support,White, All other,Married,Householder,Native (Born Abroad),England,US,US,Married Filling Jointly both under 65 (MFJ),1250
TRAIN_10398,36,1,,Full-Time,52,Hospitals,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_10401,35,0,,Children or Armed Forces,52,Construction,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10403,39,1,High,Children or Armed Forces,0,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),750
TRAIN_10404,32,0,,Full-Time,52,Education,Professional,Asian/Pacific, All other,Single,Householder,Foreign-born (Non-US Citizen),Taiwan,China,Taiwan,Single,0
TRAIN_10405,20,1,,Children or Armed Forces,52,Retail,Sales,White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_10408,32,0,,Children or Armed Forces,52,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,England,Single,209
TRAIN_10409,22,0,High,Children or Armed Forces,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,Portugal,Single,825
TRAIN_10410,51,0,High,Full-Time,52,Construction,Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_10411,35,1,,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Foreign-born (Naturalized US Citizen),Unknown,Unknown,Unknown,Married Filling Jointly both under 65 (MFJ),1090
TRAIN_10412,55,1,High,Children or Armed Forces,0,Hospitals,Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),485
TRAIN_10413,47,0,,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,Black, All other,Divorced,Householder,Native,US,US,US,Single,1370
TRAIN_10414,36,0,,Children or Armed Forces,52,Transportation,Admin Support (include Clerical),Black, All other,Separated,Householder,Native,US,US,US,Single,1050
TRAIN_10415,21,0,High,Children or Armed Forces,52,Business & Repair,Protective Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,650
TRAIN_10416,43,0,,Children or Armed Forces,52,Public Administration,Protective Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10417,20,0,,Choice Part-Time,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Single,Child 18 or older,Native (Born Abroad),Germany,US,US,Single,920
TRAIN_10418,37,1,,Full-Time,52,Hospitals,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),803
TRAIN_10419,39,0,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1600
TRAIN_10421,27,0,,Children or Armed Forces,52,Manufacturing (Durable),Professional,White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_10422,34,0,,Choice Part-Time,52,Manufacturing (Non-durable),Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Single,0
TRAIN_10424,37,0,High,Full-Time,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),2052
TRAIN_10425,19,1,,Children or Armed Forces,6,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler,699
TRAIN_10426,32,0,,Children or Armed Forces,40,Other professional services,Services,Black, All other,Single,Householder,Native,US,US,US,Single,700
TRAIN_10427,39,0,,Children or Armed Forces,52,Construction,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1300
TRAIN_10428,39,1,High,Full-Time,50,Private Household Services,Private Household Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1000
TRAIN_10429,40,0,,Full-Time,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),1272
TRAIN_10430,47,0,High,Full-Time,52,Utilities & Sanitary,Transportation,Native American/Aleut/Eskimo, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10431,35,1,,Children or Armed Forces,52,Manufacturing (Durable),Management,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),1530
TRAIN_10432,24,1,High,Full-Time,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,0
TRAIN_10434,22,1,,Children or Armed Forces,20,Retail,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),475
TRAIN_10435,37,0,,Full-Time,52,Manufacturing (Non-durable),Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10436,17,1,High,Choice Part-Time,52,Retail,Sales,White, All other,Single,Child under 18 never married,Native,US,US,US,Head of Household (HOH),0
TRAIN_10438,21,1,,Children or Armed Forces,14,Not in universe or children,Unknown,White, Mexican-American,Single,Child 18 or older,Native,US,US,US,Single,0
TRAIN_10439,37,0,,Children or Armed Forces,52,Retail,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),850
TRAIN_10441,47,0,,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1468
TRAIN_10442,24,1,High,Full-Time,24,Social Services,Services,Black, All other,Single,Other relative of householder,Foreign-born (Non-US Citizen),Jamaica,Jamaica,Jamaica,Head of Household (HOH),936
TRAIN_10443,24,1,High,Children or Armed Forces,52,Business & Repair,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Single,615
TRAIN_10444,52,1,,Full-Time,52,Hospitals,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10445,33,1,High,Children or Armed Forces,52,Retail,Admin Support (include Clerical),White, All other,Married (Spouse Absent),Other relative of householder,Native,US,US,US,Head of Household (HOH),0
TRAIN_10446,35,1,,Full-Time,52,Medical (except Hospitals),Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),700
TRAIN_10447,28,0,High,Full-Time,52,Utilities & Sanitary,Admin Support (include Clerical),White, Other Spanish,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10448,39,1,,Full-Time,52,Medical (except Hospitals),Technicians & Support,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),850
TRAIN_10449,18,1,,Children or Armed Forces,16,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,540
TRAIN_10450,60,1,,Full-Time,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Foreign-born (Naturalized US Citizen),Unknown,Unknown,Unknown,Married Filling Jointly one over 65 & one under 65 (MFJ),800
TRAIN_10451,35,1,,Children or Armed Forces,49,Other professional services,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10452,61,1,,Children or Armed Forces,52,Hospitals,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1650
TRAIN_10453,65,1,High,Full-Time,49,Retail,Handlers/Cleaners,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ),435
TRAIN_10454,32,1,,Children or Armed Forces,52,Business & Repair,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single,1080
TRAIN_10455,42,0,,Full-Time,52,Manufacturing (Non-durable),Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10456,40,1,High,Full-Time,52,Retail,Sales,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),0
TRAIN_10458,23,0,,Full-Time,52,Retail,Services,Other, Mexican-American,Single,Child 18 or older,Native,US,US,Mexico,Single,0
TRAIN_10461,19,0,High,Full-Time,52,Construction,Craft & Repair,White, All other,Single,Child 18 or older,Native,US,US,US,Single,1600
TRAIN_10462,33,1,,Full-Time,52,Retail,Sales,Black, All other,Divorced,Nonrelative of householder,Native,US,US,Canada,Head of Household (HOH),600
TRAIN_10463,40,0,,Full-Time,32,Business & Repair,Machine Operators & Inspectors,White, Mexican (Mexicano),Married,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10465,32,0,,Children or Armed Forces,52,Manufacturing (Durable),Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10466,40,1,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),950
TRAIN_10468,23,0,High,Choice Part-Time,52,Business & Repair,Handlers/Cleaners,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10469,37,0,High,Children or Armed Forces,52,Retail,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),400
TRAIN_10471,25,1,,Children or Armed Forces,52,Manufacturing (Non-durable),Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),860
TRAIN_10472,42,0,,Full-Time,45,Mining,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1300
TRAIN_10473,43,1,High,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),1600
TRAIN_10474,42,1,,Children or Armed Forces,40,Business & Repair,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),650
TRAIN_10476,19,0,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Single,Child 18 or older,Native,US,US,US,Single,600
TRAIN_10479,36,1,High,Full-Time,52,Retail,Services,White, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH),535
TRAIN_10481,42,0,,Children or Armed Forces,48,Retail,Machine Operators & Inspectors,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1100
TRAIN_10482,29,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1325
TRAIN_10483,44,1,,Full-Time,36,Communications,Professional,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),495
TRAIN_10484,40,1,,Full-Time,52,Retail,Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),600
TRAIN_10485,32,1,,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10486,23,0,,Full-Time,52,Retail,Professional,Other, All other,Single,Nonrelative of householder,Foreign-born (Non-US Citizen),India,India,India,Nonfiler,1000
TRAIN_10487,48,1,,Seeking Part-Time,52,Personal Services (except Private Household),Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1000
TRAIN_10488,50,1,High,Children or Armed Forces,52,Manufacturing (Durable),Management,White, All other,Married,Householder,Native,US,US,Unknown,Married Filling Jointly both under 65 (MFJ),1150
TRAIN_10490,42,0,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1600
TRAIN_10491,32,1,High,Children or Armed Forces,52,Manufacturing (Durable),Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),920
TRAIN_10495,49,1,,Children or Armed Forces,52,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,Italy,US,Married Filling Jointly both under 65 (MFJ),450
TRAIN_10496,25,1,,Full-Time,52,Construction,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10497,58,0,,Children or Armed Forces,52,Transportation,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10499,43,1,,Full-Time,52,Hospitals,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),2000
TRAIN_10501,47,0,,Full-Time,52,Construction,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_10502,33,0,,Children or Armed Forces,52,Transportation,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single,1086
TRAIN_10503,40,0,,Choice Part-Time,20,Entertainment,Craft & Repair,White, All other,Married,Householder,Foreign-born (Naturalized US Citizen),Trinadad&Tobago,Trinadad&Tobago,Trinadad&Tobago,Married Filling Jointly both under 65 (MFJ),800
TRAIN_10504,39,1,High,Children or Armed Forces,52,Retail,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),550
TRAIN_10505,43,0,High,Full-Time,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1500
TRAIN_10506,66,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ),0
TRAIN_10508,28,1,High,Full-Time,52,Business & Repair,Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10509,66,0,,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,Italy,Italy,Nonfiler,0
TRAIN_10511,25,1,,Full-Time,12,Education,Professional,White, All other,Single,Child 18 or older,Native,US,US,US,Single,650
TRAIN_10512,62,0,,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_10513,36,0,,Children or Armed Forces,52,Utilities & Sanitary,Technicians & Support,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10514,35,1,High,Children or Armed Forces,52,Retail,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),205
TRAIN_10515,62,0,High,Children or Armed Forces,46,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,Italy,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10516,17,1,High,Full-Time,36,Retail,Services,White, All other,Single,Child under 18 never married,Native,US,US,US,Single,460
TRAIN_10517,51,1,,Children or Armed Forces,52,Retail,Services,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),700
TRAIN_10518,38,0,,Children or Armed Forces,52,Wholesale,Sales,White, NA,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10519,26,0,,Children or Armed Forces,52,Retail,Sales,Black, All other,Single,Other relative of householder,Native,US,US,US,Single,0
TRAIN_10520,57,1,,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,Black, All other,Widowed,Householder,Native,US,US,US,Single,670
TRAIN_10521,18,0,High,Full-Time,52,Entertainment,Sales,White, All other,Single,Child 18 or older,Native,US,US,US,Single,550
TRAIN_10523,27,0,,Full-Time,44,Retail,Handlers/Cleaners,White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single,675
TRAIN_10524,35,0,High,Children or Armed Forces,8,Transportation,Transportation,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_10525,27,1,High,Full-Time,52,Agriculture,Farming & Forestry & Fishing,White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single,800
TRAIN_10526,55,0,,Children or Armed Forces,52,Business & Repair,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),850
TRAIN_10527,33,1,High,Full-Time,10,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Other relative of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),690
TRAIN_10528,39,0,High,Full-Time,52,Retail,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single,0
TRAIN_10529,35,0,High,Full-Time,52,Public Administration,Protective Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
